"Country Name","Country Code","Indicator Name","Indicator Code","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"Italy","ITA","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",810409044622.325,825791243675.26,854446271606.284,885200626656.69,895319912304.29,882874507659.195,929399039747.971,957280106955.867,1000983968067.29,1059191232639.46,1066171211808.71,1048484465413.52,1060906416523.77,1083422536164.65,1108855125540.08,1139363051291.61,1197247625274.27,1240608652211.27,1289542479645.58,1327225470848.48,1355691065649.16,1379694142720.07,1381575475856.21,1351502926236.62,1372941190970.72,1409334193641.74,1440440887376.21,1476840251351.77,1512033404336.42,1541585213579.32,1573324002959,1609256868431.17,1609884784545.73,1612140052775.31,1634572248962.49,1636576294926.45,1653790578487.73,1674475403781.42,1618488671448.48,1551464038985.94,1552176760680.18,1546132084976.14,1484505417935.43,1462040654004.02,1478188756511.86,1490060330951.33,1544392186224.56,1569825042724.18,1592384917071.47,1595743344760.11,1445043515429.26,1534614589892.66
"Jamaica","JAM","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12617329169.7042,NA,NA,NA,NA,NA,NA
"Jordan","JOR","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35475271836.3985,NA,NA,NA,NA,NA,NA
"Japan","JPN","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",1273368307729.74,1346621974524.97,1452078589725.04,1554120076428.55,1508721343121.9,1574175556912.35,1652568374917.43,1733247294093.41,1846009642976.29,1900294031805.25,1903661851088.64,1965817158779.6,2026299654260.06,2080889073000.14,2180714467839.51,2316904304807.27,2416620215053.59,2512229560913.13,2698310287385.55,2818816015532.38,2952343679388.63,3023146392244.36,3017815749443.55,2990535989285.09,3060111912756.75,3156325773207.78,3264860891493.26,3267204122224.16,3206445980706.24,3177415354136.62,3264499096165.47,3280905249868.17,3265658611875.23,3318429778344.21,3398787052085.54,3442215606356.35,3459289644578,3496495597552.74,3332660942494.24,3137900050656,3293395819647.96,3268683467383.41,3319949022781.11,3409539695046.55,3421777812296.53,3560749861428.92,3610591160080.92,3661083668818.67,3647555923975,3633872742322.55,3438849727273.82,3395622040213.52
"Kazakhstan","KAZ","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32483234177.9182,29887519381.1625,36655824826.6003,38794236540.6572,44511412576.5296,47883678846.1352,51364830037.4151,61164649457.518,79198690776.9164,82400675337.547,84939600634.2088,94966146226.6804,108531484587.151,116850160287.499,129904094938.975,136629508585.905,141739172226.866,138800675827.227,143642007921.716,144356154579.167,153910477690.738,155790737277.844,146357025692.001
"Kenya","KEN","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,10203413606.3792,11494679191.8623,11033059309.1707,11545574422.6592,11092037742.6225,11484953132.3448,13372414730.5822,13776929053.6075,14689997829.2518,14742658924.5299,14549081592.8701,13771077584.6989,14524716712.5328,15350859836.2591,15345499067.1082,17135336756.8418,17762791788.9893,18747971765.971,18722659642.8506,19326285963.2092,20222020908.1853,20181638077.4558,20568646765.5198,22477787975.3933,22888374045.7685,24435093380.251,25364823247.066,26407717661.5234,27145638573.8478,27164014478.6849,27695016996.5286,27880117574.4098,28017788149.9462,29648541230.2853,32094896666.9286,36698579469.7727,38479131011.5131,39319224262.8405,38502559163.934,40856534272.5388,42135224119.3979,45253486796.7394,46589045325.4405,48539356096.3164,52755240541.7926,61741451210.1376,63645050210.2407,68023643465.8535,72472507017.0461,72147160040.2934,79257117270.7352
"Kyrgyz Republic","KGZ","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4104606432.66556,4332714499.56774,4815225225.82482,4684755012.43251,4919651754.71254,5058924142.02665,5715254307.94784,5992699720.77595,6627399012.66308,6061006726.06348,6158654594.51047,5826663778.77029
"Cambodia","KHM","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4669385427.32319,4896509090.08518,5306247870.14091,5379586199.63916,6018375915.62113,6173318798.80347,6494978503.70752,6893311362.16296,7213163863.68552,7533400040.27311,8327755373.75586,9062182071.96594,9932764552.66046,11440733703.6599,10947835857.8049,11710374289.5818,12552093538.2759,13423260426.318,14010472640.9805,14472128681.7365,15523898757.4343,16751662546.5581,18251656316.0017,19637200996.2003,21534470762.4541,22142156897.1968,21927048933.8355
"Kiribati","KIR","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179604158.694977,191934798.491629,188449030.286583,173009280.938582,182424233.523188,178306727.640854,204496835.030523,233613188.413075,272698800.475935,337864889.112038,305839572.760564,334202892.838293,339848866.954236,379767672.23365,335000961.376352,320364192.970758
"St. Kitts and Nevis","KNA","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Korea, Rep.","KOR","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,81602388633.4706,88088348396.8797,98038417975.822,101905537011.266,107549494669.908,125252579840.43,139458115868.273,155695962056.137,165337026489.883,154795993295.4,163566244917.544,177865338875.989,201448596406.431,222974820481.848,236263279556.414,266798963658.778,303742359006.972,339579223794.712,367017678370.12,397701951002.947,440528338131.056,464990281025.707,497589533484.132,544275122066.463,582532641929.141,617382034495.453,640877035568.439,587080660001.447,648257317393.561,692702512640.456,719115369724.273,787250178555.474,804231137989.465,838667094623.628,855675690808.673,888711973988.198,940793871728.445,931507866029.081,946253579209.51,1023320655650.22,1035644062770.31,1060006295646.98,1097001705132.93,1128462143755.24,1196351007080.23,1244584409685.55,1287421704093.16,1301553360860.84,1291875823493.21,1277191457287.58,1311539650344.66
"Kuwait","KWT","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114328405768.802,134695461253.672,147383444383.87,148200119431.495,140934644484.648,106646071205.125,101340470077.282,113943350458.688,123781345837.063,122763746381.031,NA,NA
"Latin America & Caribbean (excluding high income)","LAC","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",963015633099.825,1043706147898.48,1123296710958.29,1237730773432.56,1303935001062.51,1345155869292.75,1422512125909.39,1478991082221.42,1443212429331.34,1606574464882.3,1724161791075.23,1729235387233.45,1675023059391.56,1575530941831.03,1567973885510.27,1594678735457.03,1636240235940.07,1660453508115.49,1662788663670.72,1733033425756.03,1788549611012.54,1898405663737.97,1963453035671.85,2013602014961.33,2143945958730.82,2155085188008.48,2253499792794.2,2381972727136.15,2413245682516.91,2380898423941.76,2447627149205.64,2451047806010.96,2459940626722.32,2488186519304.01,2594836326832.8,2656703739033.19,2867480095402.68,3047112752107.91,3133446499633.92,3060828592509.89,3260793364084.95,3397337727513.7,3426235707394.8,3543279936618.44,3585136479855.17,3611293045747.3,3586867668803.1,3705602292988.07,3716180285848.02,3753561577637.07,3510952569944.99,3647185174106.75
"Lao PDR","LAO","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2968924653.13405,3481577864.35353,3822663202.85636,3852173097.72921,4388763743.68778,4963518202.27746,5450254598.13732,5813276198.00202,6007230346.2748,6751662984.99605,6782056923.52,7874937610.69229,8593896638.13468,9426682408.74376,10510964985.0407,11176611403.549,12700305431.5881,NA,NA,NA,NA,NA
"Lebanon","LBN","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6705937790.9746,8988380435.64654,12247710404.1675,14187936055.3778,16157668227.4387,17561354139.3989,19454897575.8884,19037500130.3668,20804816201.424,21502044923.5873,21928908097.759,21930761180.7526,22742550349.3995,19649433109.0802,24295215029.5411,24819589670.3917,24750435861.0154,27397548918.6868,28862604657.5521,33865591422.5644,35050078035.3419,32771231942.4823,34592251981.0227,36263341460.1017,37509225035.7486,40518060272.8648,42834649390.3997,43680843261.3375,41623875654.7522,38633877498.2326,28745825153.1289,24088247157.3159
"Liberia","LBR","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1766498356.38517,NA,NA,NA,NA,NA,NA
"Libya","LBY","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65549240500.4605,43538630442.2294,66448900058.8257,57913067319.1475,48566424027.018,43432275737.9457,38110121804.0979,41795309424.3924,42914167600.8615,35492946576.5037,40049152182.7387,52681191897.584
"St. Lucia","LCA","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1324575104.87905,NA,NA,NA,NA,NA,NA
"Latin America & Caribbean","LCN","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",1108137476119.34,1202568736928.33,1289794416236.01,1410409460730.01,1477957984579.33,1516745711117.77,1604991218270.66,1671978127827.61,1637556655543.17,1819979278545.52,1950144495261.37,1957507042828.91,1898471234087.5,1774210726345.34,1765782848112.98,1794933269116.68,1848113451830.09,1880959042697.13,1888226217192.46,1968823665533.8,2030759661729.13,2157481695797.51,2240221662662.67,2301807795725.93,2452441565999.61,2476311487576.63,2591513586157.31,2741436491958.3,2786549937604.45,2750813830140.43,2826363177804.12,2833622569621.25,2847262959629.09,2882574266846.05,3006572494966.39,3089474909908.37,3326277904729.07,3539335770973.16,3641071511285.61,3571315273182.89,3810244857923.75,3970421423377.47,4025177307971.89,4167684229629.4,4219317622387.19,4267588721556.62,4252232879489.62,4387161101326.57,4400973365168.4,4451706543343.47,4149473511615.44,4318504259748.73
"Least developed countries: UN classification","LDC","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,626704034557.448,658000959518.328,707653589827.063,753987249408.482,796042022590.949,814443052203.622,855390459179.143,898054775609.621,965984879602.228,1048906512444.74,1083233198095.29,1115530850607.26
"Low income","LIC","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316268751353.338,NA,NA,NA,NA,NA,NA
"Liechtenstein","LIE","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sri Lanka","LKA","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77120577630.7356,81564994317.8322,86497300330.6055,88129169888.6804,87447073664.9659,84716367394.8283,86195237517.4306
"Lower middle income","LMC","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,957128473796.921,1014440732396.5,1072403045408.04,1112352020639.48,1174498363468.01,1207190635129.13,1257814017700.78,1322582767451.45,1396661198268.9,1463825182383.33,1594185423949.76,1662849066997,1763452468447.65,1821016206299.92,1865541034550.51,1919847189725.4,1994367877325.44,2118733305682.08,2259487792042.1,2414925784604.61,2602925565055.46,2770951636865.14,2863426723624.07,3090947801883.59,3338671814544.36,3484760430912.78,3689680398402.71,3915664695349.65,4155936139906.02,4464716890241.08,4796356429019.12,5072108785514.57,5375813606396.91,5579473384303.07,5366110380023.64,5716244371484.74
"Low & middle income","LMY","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7210494723346.84,7159958302538.35,7465747898264.44,7140107088350.84,7191015283520.36,7314760845551.48,7560238911031.4,8594156278475.97,8572810649667.36,9614873003669.28,10222102610421.3,11370500029649.2,13082178403950.9,13628612531869.9,14501200819287.6,15611599597246.3,16283460787859.2,17293151121039.3,18118459233678.2,19083847044603.6,19948235813343.6,20998346820616,22190811554125,22887457438930,23692224634018.5,23185876615278.8,24628956779388.3
"Lesotho","LSO","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2055116265.37405,2139540754.32466,1906748869.01048,1950773774.99182,1918041793.93003,1882665981.77215,1947312766.43243,2056225621.95861,2221717708.63459,2200666449.28102,2059908061.50205,2129852722.91926,2209912775.00038,2191944965.98203,2172820218.20581
"Late-demographic dividend","LTE","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3878933344380.67,4222990793750.95,4468966134391.08,4604391245475.92,4822240711843.14,5195730410790.11,5494117886677.06,5870202816580.56,6286498014041.1,6874881818681.18,7488371043123.25,8327425648704.47,9334242544908.3,9837269608790.88,10204296341572.3,11001745799478.3,11570332070657.5,12387649155912.4,12963271405266,13672353031753.1,14151582161538.7,14757562648906.5,15643967545908,16256328547811.3,16872249103875.4,16669003550909.3,17542061154915.8
"Lithuania","LTU","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12716400415.4524,14092890488.5496,15566094393.129,16669537843.658,16724696587.6662,17947201168.4853,19254120582.6931,20814910772.0381,22719357877.0186,25026551204.464,27687892467.3583,29202893066.709,31613600562.3737,33188695171.3889,29551289535.3914,29133579414.4366,29992286123.266,31137265207.7113,32650126556.7794,34461459925.4768,34402653748.6417,35979510801.4817,37809732743.8957,39124058151.5735,41129347162.8961,41399461266.4526,42269950550.9795
"Luxembourg","LUX","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",7050687480.03408,6663598349.71256,7412134121.56688,8254828303.60849,9553650258.77672,8471905044.69957,9423143606.02452,9343526569.96443,9822940854.52617,9987241913.82136,10259570509.3943,10628075109.8742,12190714037.5387,12719647954.1577,13031700018.1399,13661645335.096,14530863203.9632,15051730612.1253,16228711408.3858,17735764587.727,18678695905.8012,20234043272.38,20184237300.6413,21210232727.4446,21389945301.4237,22527738377.4489,23193702260.7407,24526716374.9798,24477558827.671,26640774377.5441,27477148639.687,27948467051.0952,27346223746.4502,26782291307.2847,31588025158.5692,33133200806.8379,31687226312.961,36485473378.1778,34077920624.0905,25361684528.4989,29443368484.1032,30410869328.9391,35191129005.379,33813290082.9052,35839556179.4467,31743520644.1627,33841568073.828,37567850028.6358,37937275127.7203,35724620974.1065,37385269450.9269,41897405733.8725
"Latvia","LVA","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7585631996.52709,8005500693.61504,8716621092.21101,9368554838.10179,9790733787.37189,10681735017.2913,11793706501.2228,12869508099.1865,14140287413.1086,15323169473.0578,17405726272.5287,19258918478.7912,22173223512.9576,21680860008.1984,19633655694.9787,17053703119.3019,17714821667.6556,18657348830.0844,19390799322.7291,19897159669.8925,20674751442.1028,21959140342.2396,22951325761.5755,23972319324.337,24682045912.6964,24254045319.3471,25514244561.6824
"Macao SAR, China","MAC","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"St. Martin (French part)","MAF","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morocco","MAR","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,15540923372.5703,15681618070.7101,16027429396.621,18119461187.2323,19319630489.985,20669162505.3827,22512873528.2922,22468285544.069,23583415369.9225,24169565713.3441,22906598596.7437,24372121375.6893,25362985168.2561,26478782035.8993,27644152428.3002,31455095336.3409,31975166488.8622,35371610154.6179,35824805221.2937,36995235359.0502,40139565126.848,39501991694.5062,38922674489.3609,42457243271.8124,41189865413.5659,46120999993.6781,45522309472.7586,48712494980.0658,49693107222.1511,49729838285.3115,52968794218.1638,55081345488.0207,59328977137.2656,61602334576.7433,63260435689.7962,67314143320.6441,69771616279.273,74449138531.4088,77695785153.1101,78778533265.4769,81256881196.0553,83775325839.4749,88424078241.7655,91068309511.1849,98139484500.0773,99778304677.3342,103670568619.7,106771411626.545,110625670064.848,103776544323.276,111214889000.528
"Monaco","MCO","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moldova","MDA","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2970967127.05246,3108586982.47581,2840882651.11083,2549056775.48268,2828986350.78233,3210512065.10176,3679780010.51013,4154148922.23963,4554605987.55289,4923082060.49438,5107584861.40204,5205373864.25831,5551171098.61687,5102517318.26169,6000490923.47105,6526551350.34846,6782948879.74722,7320813998.98663,7731674707.11609,7066335868.40404,7770141538.04645,8250377653.8501,8456838237.23465,8843120057.03937,8180373234.75609,8884404904.46791
"Madagascar","MDG","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6007360263.21192,5250153741.76196,5082887173.86544,5102100881.35404,5129498648.78501,5321388203.4394,5271582947.56401,5055499889.01324,5121491930.68058,4957698320.59818,5361238622.87613,4747054355.47443,4826394137.14097,5002965195.621,4802228408.54089,4694930910.68788,4975971687.88741,5148460714.1242,5499326990.41543,5839919450.12085,6171491838.14709,6882753063.3902,5883097652.53197,6792323665.41039,6931632353.49576,6995911749.35674,7378139580.32271,7665647157.49983,8325346841.8605,7365687138.25154,7668311356.36462,7982586013.88777,8086372034.10102,8438076494.31045,8620920679.20889,9027729503.81849,9728826227.80124,9993624280.28089,10903327645.7243,11074890123.0495,10509701289.5507,11151794855.5084
"Maldives","MDV","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3504397922.36967,3319083069.38923,3241740239.34828,3379797535.22593,3486864980.16539,3700537395.10031,2450332815.8622,3058130940.70004
"Middle East, North Africa, Afghanistan & Pakistan","MEA","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1518841791805.47,1598708451704.96,1691114892151.65,1778756884859.89,1904067878419.55,2077907600152.36,2271925464794.67,2464408428030.17,2642898977326.79,2540492285769.75,2756010606418.07,2960656421048.58,3059669048205.26,3098845956436.31,3127626581508.96,2914707163743.32,3052242817369.8,3166911547435.22,3185509283102.56,3219711350196.76,3031980940204,NA
"Mexico","MEX","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",272799031339.448,283904163970.89,308636142899.856,337135116884.54,356721779403.432,368183505699.075,381622916488.923,382629808186.315,412192462788.785,443050578451.57,507222401581.958,559766184244.775,521698001260.983,456878253192.388,470544223211.443,495061187043.911,440642438315.074,460324443384.782,449665233209.092,477984723721.414,513163981286.886,554748268353.528,580694051777.364,574762945722.802,619098030212.379,548908641038.402,582263748526.128,645922730737.055,676582131816.726,715214207887.386,748311884907.53,757844122168.874,758670464823.378,741198855096.976,763860095381.664,758346775242.546,809667662851.947,825531451690.368,815814026987.741,764395495150.819,800900085170.236,824053697479.954,841728116450.969,849716501958.806,888501970927.176,930698815652.538,943373330910.029,966789790458.51,978522263242.928,994051421271.69,880438824630.611,901714960588.264
"Marshall Islands","MHL","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Middle income","MIC","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7094765469136.45,7041968665941.96,7340834284999.93,7016794483544.1,7061571661274.96,7179326614324.1,7422234948215.16,8443924271832.21,8420456783811.84,9445746280201.92,10042583167351.1,11173159310493.6,12864255479771.9,13401776803817.9,14258486905520.8,15350823663621.7,16018860536756.7,17003959168109.2,17819504283509.1,18769546946532.8,19635096231108.9,20673446410998.5,21849066082388.3,22529274200233.8,23317040503369.7,22819320733303.8,24255502290473.6
"North Macedonia","MKD","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3955795056.89937,4194507133.10206,4510428955.34652,4347597128.59561,4151744129.11484,4166607565.46912,4370171224.22841,5072043495.95355,5027313047.48436,5012368795.58259,5016303196.90842,5286218941.5115,5568292887.04832,5919668360.67429,5729094528.553,6375649080.44966,6463715166.75867,6618457467.70026,6690077069.3358,6718239802.29359,7094681805.76652,7515676795.78692,7950976174.06415,8420538553.93763,8647976616.80421,8920556467.03005,9217314098.54828,8946920685.72037,9072502371.82897
"Mali","MLI","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2965577974.52256,3192533895.83451,3384685993.38452,3701923759.55122,3728109829.83348,3744993531.39041,3782723561.77158,3682419017.89506,3767397106.01695,3726422558.34541,3785029807.90186,4014907751.97954,3721006466.72271,4018394442.91038,3773068451.26648,4007101701.65309,4046143244.59047,4356783029.37751,4553837337.96892,5460068504.92153,5315921271.10487,5708098883.79356,5703491972.16006,6332584038.12263,6457166540.62491,6956340600.88524,7257087812.73334,7505867300.70716,8018497479.4121,8663297193.59542,9344994852.72706,9831387065.56732,9405161849.08032,9365723240.75191,10474636422.9066,11230006151.9712,11957474666.0467,12733751240.1518,13343064187.5317,14041564593.8065,14548282184.5176,13470175653.6338
"Malta","MLT","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
